Country	[Aff_id_parent]	Aff_id_child	Inst	Affiliation
France		A04638	ESA	European Space Agency, Paris, France
Spain	A04638	A04639	CAB Madrid	Center for Astrobiology, Madrid
Germany	A04638	A04640	ESOC	European Space Operations Center, Darmstadt
Netherlands	A04638	A04641	ESTEC	European Space Research and Technology Centre
Germany	A04638	A04642	ESAC	European Science and Astronomy Center
Germany	A04638	A04643	EAC Cologne	European Astronaut Center, Cologne
Norway	A04638	A11300	NSC	Norwegian Space Center
Spain	A04638	A11321	MDSCC	Madrid Deep Space Communication
Spain	A04638	A11324	LAEFF	Laboratory for Space Astrophysics and Theoretical Physics
Italy	A04638	A11376	ESRIN	European Space Research Institute
Italy	A04638	A11397	ASDC	ASI Science Data Center
Greece		A04644	Hellenic Open U	Hellenic Open University, Greece
Greece		A04645	U Athens	National and Kapodistrian University of Athens, Greece
Greece	A04645	A04646	Dep Phy	University of Athens, Department of Physics
Greece	A04645	A11429	Dep Ast	University of Athens, Department of Astronomy
Greece		A04647	TU Athens	Technical University of Athens, Greece
Greece		A04648	Harokopio U	Harokopio University, Greece
Greece		A04649	Ionian U	Ionian University, Greece
Greece		A04650	U Aegean	University of the Aegean, Greece
Greece		A04651	U Piraeus	University of Piraeus, Greece
Greece		A04652	TU Crete	Technical University of Crete, Greece
Greece		A04653	Hellenic Mnstry Cult	Hellenic Ministry of Culture, Greece
Greece		A04654	Ac Athens	Academy of Athens, Greece
Greece	A04654	A11426	RCAAM	Academy of Athens, Research Center for Astronomy and Applied Mathematics
Greece	A04654	A11427	OSR	Academy of Athens, Office of Space Research
Greece		A04655	TEI Athens	Technical Educational Institute of Athens, Greece
Greece		A04656	U Peloponnese	University of Peloponnese, Greece
France		A04657	ENSICAEN	Ecole Nationale Superieure d'Ingenieurs de Caen, France
France	A04657	A04662	CIRIL	Centre Interdisciplinaire de Recherche Ions-Lasers
France		A04659	OMP	Observatoire Mid Pyrenees, France
France	A04659	A04660	IRAP	L'Institut de Recherche en Astrophysique et Planetologie
France	A04659	A04661	LEGOS	Observatoire Mid Pyrenees, LEGOS, Laboratoire d'Etudes en Geophysique et Oceanographie Spatiales
France	A04659	A04662	CIRIL	Centre Interdisciplinaire de Recherche Ions-Lasers
France	A04659	A04663	GET Toulouse	Geosciences Environnement Toulouse
France	A04659	A06179	Lab d'Aero	Laboratoire d'Aerologie
France	A04659	A11284	DTP	Observatoire Mid Pyrenees, DTP, Laboratoire de Dynamique Terrestre et Planetaire
Poland		A04664	Jan Dlugosz U	Jan Dlugosz University, Poland
Poland		A04665	U Podlasie	University of Podlasie, Poland
Poland		A04666	Mil U Tech Warsaw	Military University of Technology, Warsaw, Poland
Poland		A04668	ITE Warsaw	Institute of Electron Technology, Warsaw, Poland
Malaysia		A04669	Malaysian Nuc Agcy	Malaysian Nuclear Agency
Australia		A04670	Austr Bur Metr	Australian Bureau of Meteorology
Australia	A04670	A04671	IPS Rad Sp Svc	IPS Radio and Space Services
Australia	A04670	A11675	CASWR	Center for Australian Weather and Climate Research
Lithuania		A04672	Kaunas Tech U	Kaunas Technical University, Lithuania
Belgium		A04673	VU Brussels	Vrije Universiteit, Brussels, Belgium
Belgium	A04673	A04674	Ast Ast Res Grp	Vrije Universiteit, Brussels, Astronomy and Astrophysics Research Group
Belgium	A04673	A04675	Dep Phy	Vrije Universiteit, Brussels, Department of Physics
Belgium	A04673	A11241	Ear Sys Sci Dep	Vrije Universiteit, Brussels, Earth System Science Department
UK		A04676	Harwell Campus	Harwell Science and Innovation Campus, UK
Nigeria		A04677	U Lagos	University of Lagos, Nigeria
South Africa		A04678	U Fort Hare	University of Fort Hare, South Africa
South Africa		A04679	CPUT	Cape Peninsula University of Technology, South Africa
Portugal		A04680	IPIMAR	Portuguese Institute for the Sea and Atmosphere, Lisbon, Portugal
Portugal		A04681	Poly Inst Leiria	Polytechnic Institute of Leiria, Portugal
Portugal		A04682	Lusofona U	Lusofona University, Lisbon, Portugal
Portugal		A04683	LNEG	National Laboratory of Energy and Geology, Portugal
Portugal		A04684	Poly Inst Porto	Polytechnic Institute of Porto, Portugal
Portugal		A04685	Poly Inst Tomar	Polytechnic Institute of Tomar, Portugal
Portugal		A04686	U Azores	University of Azores, Portugal
Portugal		A04687	U Algarve	University of Algarve, Portugal
Portugal		A04688	U Evora	University of Evora, Portugal
Portugal		A04689	UFP	Fernando Pessoa University, Portugal
China		A04690	Dezhou U	Dezhou University, China
China		A04691	Nanyang Norm U	Nanyang Normal University, China
China		A04692	Hong Kong Obs	Hong Kong Observatory, China
China		A04693	NUIST	Nanjing University of Information Science and Technology, China
China		A04694	CUP Dongying	China University of Petroleum, Dongying
China		A04695	SW Inst Phy China	Southwestern Institute of Physics, China
China		A04696	Shijiazhuang U	Shijiazhuang University, China
China		A04697	Huaiyin Tchr Coll	Huaiyin Teachers College, China
China		A04698	Guizhou U	Guizhou University, China
China		A04699	GUET	Guilin University of Electronic Technology, China
China		A04700	Zhejiang Oc U	Zhejiang Ocean University, China
Belgium		A04701	IMEC	Interuniversity Micro-Electronic Center, Belgium
China		A04702	Chin Nav Ac	Chinese Naval Academy
Germany		A04703	BGR Erlangen	Central Seismological Observatory, Erlangen, Germany
Hungary		A04704	PPCU	Peter Pazmany Catholic University, Budapest, Hungary
Singapore		A04705	NUS	National University of Singapore
Singapore	A04705	A04706	SMART	Singapore-MIT Alliance for Research and Technology Center
Singapore	A04705	A04707	Dep Phy	National University of Singapore, Department of Physics
Pakistan		A04708	GC U Faisalabad	Government College University Faisalabad, Pakistan
India		A04709	Tripura U	Tripura University, India
Norway		A04710	NGI	Norwegian Geotechnical Institute
Norway		A04711	NORSAR	NORSAR, Norwegian Technical Science Research Council
Spain		A04712	Span Natl Obs Madrid	Spanish National Observatory, Madrid
Japan		A04713	Komazawa U	Komazawa University, Japan
Japan		A04714	JMA	Japan Meteorological Agency
Japan	A04714	A04715	Kakioka Magn Obs	JMA, Kakioka Magnetic Observatory
Japan	A04714	A04716	Sapporo Met Obs	JMA, Sapporo District Meteorological Observatory
Japan	A04714	A04717	Fukuoka Met Obs	JMA, Fukuoka District Meteorological Observatory
Japan	A04714	A04718	Osaka Met Obs	JMA, Osaka District Meteorological Observatory
Japan	A04714	A04719	Sendai Met Obs	JMA, Sendai District Meteorological Observatory
Japan	A04714	A04720	Matsushiro Seis Obs	JMA, Matsushiro Seismological Observatory
Japan	A04714	A04721	MRI Tsukuba	JMA, Meteorological Research Institute, Tsukuba
Japan		A04722	Future U Hakodate	Future University Hakodate, Japan
Japan		A04723	RTRI	Railway Technical Research Institute, Japan
Japan		A04724	Hot Springs Res Inst	Hot Springs Research Institute, Japan
Japan		A04725	NRIFS	National Research Institute of Fisheries Science, Japan
Japan		A04726	NIED	National Research Center for Disaster Prevention, Japan
Japan		A04727	Sumitomo Elec	Sumitomo Electric Industries Ltd, Japan
Japan		A04728	Nagoya Wmns U	Nagoya Womens University, Japan
Japan		A04729	Met Coll Japan	Meteorological College, Japan
Japan		A04730	RITE	Research Institute of Innovative Technology for the Earth, Japan
Japan		A04731	GSI	Geospatial Information Authority of Japan
Brazil		A04732	UNIOESTE	State University of West Para, Brazil
Brazil		A04733	CEFET RJ	Federal Center of Technological Education, Rio de Janeiro, Brazil
Brazil		A04734	CEFET BA	Federal Center of Technological Education, Bahia, Brazil
Brazil		A04735	CEFET SL	Federal University of Technology, Sao Luis Maranhao, Brazil
Brazil		A04736	CEFET PR	Federal University of Technology, Parana, Brazil
Brazil		A04737	CEFET MG	Federal Center of Technological Education, Minas Gerais, Brazil
Brazil		A04739	UESC	Santa Cruz State University, Brazil
Brazil		A04740	UFABC	Federal University of ABC, Brazil
Brazil		A04741	UDESC	University of Santa Catarina State, Brazil
Brazil		A04742	UFSJ	Federal University of Sao Joao, Brazil
Brazil		A04743	UFERSA	Federal Rural University of the Semi-Arid, Brazil
Brazil		A04744	UFT	Federal University of Tocantins, Brazil
Brazil		A04745	UFS	Federal University of Sergipe, Brazil
Croatia		A04746	U Split	University of Split, Croatia
Moldova		A04747	Ac Sci Moldova	Academy of Sciences of Moldova
Slovakia		A04748	U Zilina	University of Zilina, Slovakia
Armenia		A04749	Armenian NAS	Armenian National Academy of Sciences
Armenia	A04749	A04750	Byurakan Ast Obs	Byurakan Astrophysical Observatory
Armenia	A04749	A11452	Garny Sp Ast Inst	Garny Space Astronomy Institute
Slovakia		A04751	Phil U Nitra	Philosopher University of Nitra, Slovakia
China		A04752	PLA	People's Liberation Army, China
China	A04752	A01899	Nanjing UST	People's Liberation Army, Nanjing University of Science and Technology, China
China	A04752	A04753	Air Force Eng U	Air Force Engineering University, China
China	A04752	A05813	S Med U	People's Liberation Army, Southern Medical University, China
China	A04752	A05814	SMMU	People's Liberation Army, Second Military Medical University, China
China	A04752	A05815	TMMU	People's Liberation Army, Third Military Medical University, China
China	A04752	A05816	FMMU	People's Liberation Army, Fourth Military Medical University, China
China	A04752	A05817	NUE	Naval University of Engineering, Wuhan
China	A04752	A05818	SEU	People's Liberation Army, Space Engineering University, Beijing
China	A04752	A05819	IEU	People's Liberation Army, Information Engineering University, Zhengzhou
China		A04754	CAGS	Chinese Academy of Geological Sciences
China	A04754	A04755	Inst Geo	CAGS, Institute of Geology
China		A04756	China U Petro	China University of Petroleum, Beijing
China		A04757	Dalian U	Dalian University, China
China		A04758	Nanjing For U	Nanjing Forestry University, China
China		A04759	Shanghai Oc U	Shanghai Ocean University, China
China		A04760	SW Petro U	Southwest Petroleum University, China
China		A04761	Chin Ac For	Chinese Academy of Forestry
China		A04762	Beijing U Agr	Beijing University of Agriculture, China
China		A04763	CMA	China Meteorological Administration
China	A04763	A04764	China Ac Met Sci	CMA, China Academy of Meteorological Sciences
China	A04763	A04816	Natl Sp Sci Ctr	CAS, National Space Science Center, Beijing
China		A04766	Chengdu U	Chengdu University, China
China		A04767	Changchun U	Changchun University, China
China		A04768	SDUST	Shandong University of Science and Technology, China
Belgium		A04769	Ryl Obs Belgium	Royal Observatory of Belgium
Belgium	A04769	A11243	Dep Sol Phy	Royal Observatory of Belgium, Department of Solar Physics
Belgium		A04770	Ryl Mil Ac Belgium	Royal Military Academy of Belgium
Belgium		A04771	Belgian Nuc Res Cen	Belgian Nuclear Research Center
India		A04772	Berhampur U	Berhampur University, India
India		A04773	W Bengal U Tech	West Bengal University of Technology, India
India		A04774	Vidyasagar U	Vidyasagar University, India
India		A04775	TMBU	Tilka Manjhi Bhagalpur University, India
India		A04776	Jiwaji U	Jiwaji University, India
India		A04777	JNTU-H	Jawaharlal Nehru Technological University, Hyderabad, India
India		A04778	Punjab Tech U	Punjab Technical University, India
India		A04779	BRA Bihar U	BRA Bihar University, India
India		A04780	MMU	Maharishi Markandeshwar University, India
India		A04781	Gov Auton Coll	Government Autonomous College, India
India		A04782	Nagpur U	Nagpur University, India
India		A04783	Manipal U	Manipal University, India
India		A04784	VKSU	Veer Kunwar Singh University, India
India		A04785	Sharda Grp Inst	Sharda Group of Institutions, India
India		A04786	MAEER	Maharashtra Academy of Engineering Education and Research, India
India		A04787	MUICT	Institute of Chemical Technology, Mumbai, India
Luxembourg		A04788	U Luxembourg	University of Luxembourg
Russia		A04789	Siberian St U	Siberian State University, Russia
Russia		A04790	VNIITF	VNIITF, Russian Federal Nuclear Institute
Spain		A04791	UCV	Catholic University of Valencia, Spain
Italy		A04792	ASI	Italian Space Agency
Italy	A04792	A11376	ESRIN	European Space Research Institute
Italy	A04792	A11397	ASDC	ASI Science Data Center
Belgium		A04793	U Louvain	Universite Catholique de Louvain-la-Neuve, Belgium
Belgium	A04793	A04794	Dep Phy	Universite Catholique de Louvain-la-Neuve, Department of Physics
Belgium	A04793	A04795	Dep Ast Geop	Universite Catholique de Louvain-la-Neuve, Department of Astronomy and Geophysics
Belgium	A04793	A04796	Ear Life Inst	Universite Catholique de Louvain-la-Neuve, Earth and Life Institute
Saudi Arabia		A04797	KACST	King Abdulaziz City for Science And Technology, Riyadh, Saudi Arabia
Macedonia		A04798	TEI Serres	Technological Education Institute of Serres, Macedonia
Japan		A04799	Chuo U	Chuo University, Japan
USA		A04800	NAS	National Academy of Sciences, Washington DC
Japan		A04801	IHI Co	IHI Corporation, Japan
Japan		A04802	RIST Japan	Research Organization for Information Science and Technology, Japan
Japan		A04803	Shonan Inst Tech	Shonan Institute of Technology, Japan
Japan		A04804	Aichi Toho U	Aichi Toho University, Japan
Japan		A04805	Nikon	Nikon Corporation, Japan
France		A04806	IGN	Institut National de l'Information Geographique et Forestiere, France
France	A04806	A13077	LAREG	Research Laboratory in Geodesy, Paris
France		A04807	C2RMF	Centre de Recherche et de Restauration des Musees de France
Germany		A04809	EUMETSAT	European Organization for the Exploration of Meteorological Satellites, Germany
Serbia		A04810	U Novi Sad	University of Novi Sad, Serbia
Syria		A04811	AEC Syria	Atomic Energy Commission of Syria
Venezuela		A04812	IAS Venez	Institute for Advanced Studies, Venezuela
Estonia		A04813	Estonian Agr U	Estonian Agricultural University
China		A04814	CAS Beijing	Chinese Academy of Sciences, Beijing
China	A04814	A04815	IOP	CAS, Institute of Physics, Beijing
China	A04814	A04816	NSSC	CAS, National Space Science Center, Beijing
China	A04814	A04817	IMECH	CAS, Institute of Mechanics
China	A04814	A04818	ICCAS	CAS, Institute of Chemistry, Beijing
China	A04814	A04819	NAO	CAS, National Astronomical Observatories
China	A04814	A04820	ICT	CAS, Institute of Computing Technology
China	A04814	A04821	DICP	CAS, Institute of Chemical Physics, Dalian
China	A04814	A04822	IGSNRR	CAS, Institute of Geographic Sciences and Natural Resources Research
China	A04814	A04823	IGG	CAS, Institute of Geology and Geophysics
China	A04814	A04824	IHEP	CAS, Institute of High Energy Physics, Beijing
China	A04814	A04825	ITP	CAS, Institute of Theoretical Physics, Beijing
China	A04814	A04826	Yunnan Obs	CAS, Yunnan Observatory
China	A04814	A04827	Pur Mt Obs	CAS, Purple Mountain Observatory
China	A04814	A04828	Shanghai Obs	CAS, Shanghai Observatory
China	A04814	A04829	IOS	CAS, Institute of Semiconductors, Beijing
China	A04814	A04830	RADI	CAS, Institute of Remote Sensing and Digital Earth, Beijing
China	A04814	A04831	UCAS	University of the Chinese Academy of Sciences, Beijing
China	A04814	A04832	IAP	CAS, Institute of Atmospheric Physics, Beijing
China	A04814	A04833	IEE	CAS, Institute of Electrical Engineering, Beijing
China	A04814	A04834	ITPR	CAS, Institute of Tibetan Plateau Research
China	A04814	A04835	TIPC	CAS, Technical Institute of Physics and Chemistry
China	A04814	A04836	AMSS	CAS, Academy of Mathematics and Systems Science
China	A04814	A04837	Xinjiang Obs	CAS, Xinjiang Observatory
China	A04814	A04838	NCNST	CAS, National Center for Nanoscience and Technology
China	A04814	A04839	AOE	CAS, Academy of Opto-Electronics
China	A04814	A04840	Changchun Obs	CAS, Changchun Observatory
China	A04814	A06246	JCGCS	Joint Center for Global Change Studies, Beijing
China	A04814	A11562	BAC	CAS, Beijing Astrophysical Center
China	A04814	A11565	KIAA	Kavli Institute for Astronomy and Astrophysics
Canada		A04841	UOIT	University of Ontario Institute of Technology, Canada
Belgium		A04842	RMI Belgium	Royal Meteorological Institute of Belgium
Poland		A04843	ICHTJ Warsaw	Institute of Nuclear Chemistry and Technology, Warsaw, Poland
Poland		A04844	IGiK Warsaw	Institute of Geodesy and Cartography, Warsaw, Poland
Poland		A04845	Kielce U Tech	Kielce University of Technology, Poland
Belgium		A04846	DMI	Danish Meteorological Institute
Denmark		A04847	U Faroe Islands	University of the Faroe Islands
Slovakia		A04848	Slovak Ac Sci	Slovak Academy of Sciences
Slovakia	A04848	A06028	ILC	International Laser Center, Bratislava, Slovakia
Bulgaria		A04849	U Plovdiv	University of Plovdiv, Bulgaria
Lithuania		A04850	Klaipeda U	Klaipeda University, Lithuania
Lithuania		A04851	Vilnius Ped U	Vilnius Pedagogical University, Lithuania
Latvia		A04852	Riga Tech U	Riga Technical University, Latvia
Romania		A04853	U Suceava	Stefan cel Mare University of Suceava, Romania
Romania		A04854	TU Iasi	Technical University of Iasi, Romania
Slovakia		A04855	TU Kosice	Technical University of Kosice, Slovakia
Norway		A04856	NILU	Norwegian Institute for Air Research
Switzerland		A04857	MeteoSwiss	MeteoSwiss, Swiss Federal Office for Meteorology and Climatology
Korea		A04858	KOPTI	Korea Photonics Technology Institute
Korea		A04859	Samsung	Samsung Co, South Korea
Korea		A04860	RIST Korea	Research Institute of Industrial Science and Technology, Korea
Belgium		A04861	BIRA	Belgian Institute for Space Aeronomy
Italy		A04862	CIRA	Italian Aerospace Research Center
Japan		A04863	Hokkaido Inst Tech	Hokkaido Institute of Technology, Japan
Japan		A04864	ITC Okayama	Industrial Technology Center, Okayama Prefecture, Japan
Japan		A04865	ITC Wakayama	Industrial Technology Center, Wakayama Prefecture, Japan
Japan		A04866	NIRE	National Institute for Resources and Environment, Japan
Japan		A04867	RIHN	Research Institute for Humanity and Nature, Kyoto, Japan
Japan		A04868	Toyota	Toyota Industries Corporation, Japan
Japan		A04869	U Kindai Himeji	University of Kindai Himeji, Japan
France		A04870	ENSMM	Ecole Nationale Superieure de Mecanique et Microtechniques de Besancon, France
France	A04870	A04871	FEMTO-ST	Franche-Comte Electronics Mechanics Thermal Science and Optics - Sciences and Technologies, France
Algeria		A04872	U Algiers	University of Algiers, Algeria
France		A04873	ENSHMG	Ecole Nationale Superieure de Hydraulique et Mecanique de Grenoble, France
Germany		A04874	Jacobs U	Jacobs University, Bremen, Germany
Brazil		A04875	UFRR	Federal University of Roraima, Brazil
Brazil		A04876	UERN	State University of Rio Grande of the North, Brazil
France		A04877	Inst U France	Institut Universitaire de France
Indonesia		A04878	ITB Bandung	Institute of Technology Bandung, Indonesia
Indonesia	A04878	A04879	Bosscha Obs	Bosscha Observatory, Indonesia
Indonesia	A04878	A11522	Dep Ast	Institute of Technology Bandung, Department of Astronomy, Indonesia
Senegal		A04880	U Dakar	Cheikh Anta Diop University, Dakar, Senegal
Tunisia		A04881	U Tunis	University of Tunis, Tunisia
Japan		A04882	Kobe	Kobe Steel Ltd, Japan
Saudi Arabia		A04883	Qassim U	Qassim University, Saudi Arabia
USA		A04884	Art Inst Chicago	Art Institute of Chicago, Illinois
USA		A04885	OR St U Newport	Oregon State University, Newport, Oregon
India		A04886	NSIT	Netaji Subhas Institute of Technology, India
India		A04887	KIIT	Kalinga Institute of Industrial Technology, Bhubaneswar, India
China		A04888	Liaoning Tech U	Liaoning Technical University, China
China		A04889	Anhui U Sci Tech	Anhui University of Science and Technology, China
China		A04890	Tibet U	Tibet University, China
China		A04891	Nanjing U Tech	Nanjing University of Technology, China
China		A04892	SW U Sci Tech	Southwest University of Science and Technology, China
Japan		A04893	JHOD	Japan Hydrographic and Oceanographic Department
Romania		A04894	U Craiova	University of Craiova, Romania
Japan		A04895	Toppan	Toppan Printing Corporation, Japan
Japan		A04896	RESTEC	Remote Sensing Technology Center of Japan
Japan		A04897	Tohoku FRA	Tohoku National Fisheries Research Institute, Japan
Japan		A04898	Okayama IQP	Okayama Institute for Quantum Physics, Japan
Japan		A04899	NIFS	National Institute for Fusion Science, Japan
China		A04900	Yuncheng U	Yuncheng University, China
China		A04901	Jiliang U	China Jiliang University
Taiwan		A04902	MOTC Taiwan	Ministry of Transport and Communications, Taiwan
Cuba		A04903	Ac Sci Cuba	Academy of Sciences, Cuba
Sri Lanka		A04904	U Kelaniya	University of Kelaniya, Sri Lanka
Morocco		A04905	U Hassan II	University Hassan II Casablanca, Morocco
India		A04906	DIAT	Defence Institute of Advanced Technology, Pune, India
India		A04907	NRSC	National Remote Sensing Agency, India
India		A04908	IITM	Indian Institute of Tropical Meteorology, Pune
India		A04909	NIT Trichy	National Institute of Technology Tiruchirappalli, India
Taiwan		A04910	CWB Taiwan	Central Weather Bureau, Taiwan
USA		A04911	AGU	American Geophysical Union, Washington DC
Bangladesh		A04912	Dhaka U	Dhaka University, Bangladesh
Indonesia		A04913	Diponegoro U	Diponegoro University, Indonesia
Sri Lanka		A04914	Open U Sri Lanka	Open University of Sri Lanka
USA		A04915	AZ St Dep	Arizona State Department
USA	A04915	A04916	AZ Geo Surv	Arizona Geological Survey
Belgium		A04917	FNRS	Fonds de la Recherche Scientifique, Belgium
UK		A04918	Brit Lib	British Library Boston Spa, UK
Italy		A04919	Cath U Brescia	Catholic University of Brescia, Italy
USA		A04920	Jt Ast Ctr	Joint Astronomy Center, Hawaii
USA		A04921	GTI	Gas Technology Institute
Japan		A04922	Tokyo Metro Gov	Tokyo Metropolitan Government, Japan
Canada		A04923	IRSST	Robert-Sauve Research Institute for Health and Safety at Work, Montreal, Canada
Argentina		A04924	Favaloro U	Favaloro University, Argentina
Nepal		A04925	Tribhuvan U Nepal	Tribhuvan University, Nepal
China		A04926	Hubei Norm U	Hubei Normal University, China
Australia		A04927	Austr Res Cncl	Australian Research Council
Australia	A04927	A11659	CODES	Center of Excellence in Ore Deposits
Australia	A04927	A11660	ACECRC	Antarctic Climate and Ecosystems Cooperative Research Center
Australia	A04927	A11661	CAASTRO	Center for Excellence for All Sky Astrophysics
Australia	A04927	A11662	CCFS	Center of Excellence for Core to Crust Fluid Systems
Australia	A04927	A11705	CoECSS	Center of Excellence for Climate System Science
Australia	A04927	A11720	CQC2T	Center for Quantum Computation and Communication Technology
Ghana		A04928	KNUST	Kwame Nkrumah University of Science and Technology, Ghana
Kazakhstan		A04929	KazNU	Al-Farabi Kazakh National University, Kazakhstan
Lebanon		A04930	Amer U Beirut	American University of Beirut, Lebanon
India		A04931	IISER	Indian Institute of Science Education and Research, Calcutta, India
Israel		A04932	Holon Inst Tech	Holon Institute of Technology, Israel
Namibia		A04933	U Namibia	University of Namibia
Oman		A04934	U Nizwa	University of Nizwa, Oman
Russia		A04935	Dubna Intl U	Dubna International University, Russia
Russia		A04936	NITU	National University of Science and Technology, Moscow, Russia
Russia		A04937	NIRFI	Radiophysical Research Institute, Moscow, Russia
Russia		A04938	NovSTU	Novosibirsk State Technical University, Russia
Russia		A04939	OSTU	Omsk State Technical University, Russia
Russia		A04940	PSTU	Perm State Technical University, Russia
Russia		A04941	Rostov Sthrn Fed U	Rostov Southern Federal University, Russia
Russia	A04941	A04942	Inst Phy	Rostov Southern Federal University, Institute of Physics
Russia		A04943	Vavilov St Opt Inst	Vavilov State Optics Institute, Russia
Russia		A04944	Syktyvkar For Inst	Syktyvkar Forest Institute, Russia
Germany		A04945	BFAFi	Federal Research Center for Fisheries, Hamburg, Germany
France		A04946	Ecole Cen Marseille	Ecole Centrale de Marseille, France
France	A04946	A05214	Inst Fresnel	Fresnel Institute, Marseille
France		A04948	ENSCPB	Ecole Nationale Superieure de Chimie et de Physique, Bordeaux, France
France		A04949	ISEN Lille	Institut Superieur d'Electronique Numeri, Lille, France
Armenia		A04950	Yerevan St U	Yerevan State University, Armenia
Armenia	A04950	A11452	Garny Sp Ast Inst	Garny Space Astronomy Institute
Moldova		A04951	BNRM	National Library of the Republic of Moldova
Lithuania		A04952	VMU	Vytautas Magnus University, Lithuania
China		A04953	Guiyang U	Guiyang University, China
China		A04954	Jing Gangshan U	Jing Gangshan University, China
China		A04955	Jiangsu U Tech	Jiangsu University of Technology, China
Korea		A04956	Hankyong Natl U	Hankyong National University, Korea
United Arab Emirates		A04957	Khalifa U	Khalifa University of Science Technology and Research, UAE
USA		A04958	Wesleyan U	Wesleyan University, Connecticut
USA	A04958	A11029	Dep Ast	Wesleyan University, Department of Astronomy
Indonesia		A04959	U Sumatera Utara	Universitas Sumatera Utara, Indonesia
Indonesia		A04960	Haluoleo U	Haluoleo University, Indonesia
Mongolia		A04961	NUM	National University of Mongolia
Indonesia		A04962	Sepuluh ITS	Sepuluh Nopember Institute of Technology, Indonesia
Indonesia		A04963	U Negeri Malang	Universitas Negeri Malang, Indonesia
China		A04964	FAAS	Fujian Academy of Agricultural Sciences, China
Tanzania		A04965	UDSM	University of Dar es Salaam, Tanzania
Morocco		A04966	U Mhd V Agdal	University Mohammed V Agdal, Morocco
Nigeria		A04967	FUTA	Federal University of Technology Akure, Nigeria
Nigeria		A04968	U Benin	University of Benin, Nigeria
Central African Republic		A04969	U Bangui	University of Bangui, Central African Republic
Burkina Faso		A04970	U Ouagadougou	University of Ouagadougou, Burkina Faso
Cameroon		A04971	U Yaounde I	University of Yaounde I, Cameroon
Nigeria		A04972	U Nigeria	University of Nigeria
Burundi		A04973	U Burundi	University of Burundi
Benin		A04974	UAC Benin	University of Abomey-Calavi, Benin
Morocco		A04975	U Cadi Ayyad	University Cadi Ayyad, Morocco
Algeria		A04976	U Oran	University of Oran, Algeria
Eritrea		A04977	U Asmara	University of Asmara, Eritrea
Kenya		A04978	Moi U	Moi University, Kenya
Kenya		A04979	U Nairobi	University of Nairobi, Kenya
Kenya		A04980	Kenyatta U	Kenyatta University, Kenya
Morocco		A04981	U Sidi Ben Abdellah	University Sidi Mhd Ben Abdellah, Morocco
Nigeria		A04982	RSUST	Rivers State University of Science and Technology, Nigeria
Nigeria		A04983	U Uyo	University of Uyo, Nigeria
Syria		A04984	Damascus U	Damascus University, Syria
Uganda		A04985	Mbarara UST	Mbarara University of Science and Technology, Uganda
Zambia		A04986	U Zambia	University of Zambia
Zimbabwe		A04987	NUST Zimbabwe	National University of Science and Technology, Zimbabwe
Nigeria		A04988	U Ilorin	University of Ilorin, Nigeria
Morocco		A04989	Ibn Tofail U	Ibn Tofail University, Morocco
Iraq		A04990	U Baghdad	University of Baghdad, Iraq
Yemen		A04991	Sanaa U	Sanaa University, Yemen
Iran		A04992	IIEES	International Institute of Earthquake Engineering and Seismology, Iran
Iran		A04993	KN Toosi U	KN Toosi University, Iran
Iran		A04994	Malek Ashtar U Tech	Malek Ashtar University of Technology, Iran
Egypt		A04995	MTI	Modern University for Technology and Information, Egypt
Ukraine		A04996	KNU	Kiev Shevchenko National University, Ukraine
Ukraine	A04996	A05012	Main Ast Obs	Main Astronomical Observatory, Kiev
Ukraine	A04996	A11445	Dep Phy Ast	Shevchenko National University, Department of Physics and Astronomy
Ukraine		A04998	NASU	National Academy of Sciences of Ukraine
Ukraine	A04998	A04999	IPE	NASU, Institute for Physics and Engineering, Donetsk
Ukraine	A04998	A05000	ICMP	NASU, Institute for Condensed Matter Physics, Lviv
Ukraine	A04998	A05001	IRPE	NASU, Institute of Radiophysics and Electronics, Kharkiv
Ukraine	A04998	A05002	ILTPE	NASU, Institute of Low Temperature Physics and Engineering, Kharkiv
Ukraine	A04998	A05003	KIPT	NASU, Institute of Physics and Technology, Kharkiv
Ukraine	A04998	A05004	IEP	NASU, Institute of Electron Physics, Uzhgorod
Ukraine	A04998	A05005	IRA	NASU, Institute of Radio Astronomy, Kharkiv
Ukraine	A04998	A05006	INR	NASU, Institute for Nuclear Research, Kiev
Ukraine	A04998	A05007	SRI	NASU, Dnepropetrovsk Scientific Research Institute
Russia	A04998	A05008	Crimean Ast Obs	Crimean Astrophysical Observatory
Ukraine	A04998	A05009	Inst Bot	NASU, Institute of Botany, Kiev
Ukraine	A04998	A05010	IGP	NASU, Institute of Geophysics, Kiev
Ukraine	A04998	A05011	Inst Mag	NASU, Institute of Magnetism, Kiev
Ukraine	A04998	A05012	Main Ast Obs	Main Astronomical Observatory, Kiev
Ukraine	A04998	A05013	ITP	NASU, Institute for Theoretical Physics, Kiev
Ukraine	A04998	A05014	IAPMMN	NASU, Institute for Applied Problems in Mechanics and Mathematics, Lviv
Ukraine	A04998	A05015	NMNH Kiev	Ukrainian National Museum of Natural History, Kiev
Ukraine	A04998	A11442	Ast Obs Odessa	Astronomical Observatory of Odessa
Ukraine	A04998	A11443	SRI Lviv	NASU, Space Research Institute, Lviv
Russia		A05016	Karpov Inst Phy Chem	Karpov Institute of Physical Chemistry, Russia
